Transaction_ID,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T0128,C2883,Tablet,3,50.7709694339202,Pay Pal,Completed
T0129,C1399,Laptop,996,50.7709694339202,Paypal,Completed
T0134,C1514,Coffee Machine,1,50.7709694339202,Cash,Completed
T0136,C544,Tablet,788,50.7709694339202,Pay Pal,Completed
T0138,C2349,Laptop,199,50.7709694339202,Cash,Completed
T0140,C2027,Coffee Machine,10,50.7709694339202,Paypal,Completed
T0143,C3555,Smartphone,3,625.381192727248,Credit Card,Completed
T0144,C4891,Coffee Machine,8,375.97285452626176,Paypal,Completed
T0145,C2712,Tablet,6,192.7443635076156,Paypal,Completed
T0146,C3320,Smartphone,6,50.7709694339202,Paypal,Completed
T0150,C3843,Coffee Machine,7,497.4078791781518,Pay Pal,Completed
T0151,C4252,Laptop,946,234.96502082545496,Pay Pal,Completed
T0153,C1021,Smartphone,222,734.987602056252,Pay Pal,Completed
T0158,C4975,Headphones,661,50.7709694339202,Credit Card,Completed
T0171,C506,Tablet,202,50.7709694339202,Credit Card,Completed
T0173,C2195,Coffee Machine,267,996.8924925994368,Credit Card,Completed
T0175,C4393,Laptop,505,213.46164941734105,Cash,Completed
T0176,C2863,Coffee Machine,9,50.7709694339202,Cash,Completed
T0179,C4160,Tablet,622,121.8158272059667,Cash,Completed
T0180,C3357,Tablet,4,50.7709694339202,Credit Card,Completed
T0184,C3954,Headphones,4,501.18,Credit Card,Completed
T0185,C4308,Smartphone,779,388.0390415465828,Pay Pal,Completed
T0186,C4027,Smartphone,246,720.973087747955,Credit Card,Completed
T0187,C2965,Smartphone,1,50.7709694339202,Cash,Completed
T0189,C047,Smartphone,10,252.64176119515056,Paypal,Completed
T0192,C2741,Laptop,3,50.7709694339202,Pay Pal,Completed
T0193,C3191,Coffee Machine,106,330.3,Cash,Completed
T0200,C1561,Laptop,9,428.3331931740419,Paypal,Completed
T0204,C4690,Headphones,258,854.4182002616594,Credit Card,Completed
T0206,C3530,Smartphone,299,50.7709694339202,Credit Card,Completed
T0209,C1378,Coffee,586,50.7709694339202,Cash,Completed
T0210,C3762,Coffee Machine,6,148.63019474593415,Credit Card,Completed
T0211,Unknown,Coffee Machine,2,145.1988191777438,Credit Card,Completed
T0212,C3724,Coffee Machine,938,345.73684283108884,Paypal,Completed
T0213,C2547,Headphones,7,415.79673722840334,Credit Card,Completed
T0220,C3610,Smartphone,10,50.7709694339202,Pay Pal,Completed
T0224,C3588,Smartphone,6,345.8830842897967,Cash,Completed
T0229,C665,Smartphone,5,643.4923070340809,Pay Pal,Completed
T0233,C3774,Tablet,455,50.7709694339202,Paypal,Completed
T0234,C4286,Headphones,585,808.5529550324696,Credit Card,Completed
T0235,C4657,Coffee Machine,162,50.7709694339202,Credit Card,Completed
T0236,C606,Smartphone,201,50.7709694339202,Credit Card,Completed
T0237,C3835,Smartphone,6,50.7709694339202,Cash,Completed
T0249,C2942,Tablet,1,50.7709694339202,Pay Pal,Completed
T0254,C2859,Coffee Machine,165,115.37062226098816,Credit Card,Completed
T0257,C4274,Coffee Machine,6,702.2392204398159,Paypal,Completed
T0262,C511,Headphones,321,50.7709694339202,Pay Pal,Completed
T0265,C2978,Tablet,1,167.7074453290045,Paypal,Completed
T0271,C2542,Headphones,331,50.7709694339202,Paypal,Completed
T0278,C1298,Coffee Machine,319,50.7709694339202,Paypal,Completed
T0280,C4545,Laptop,9,50.7709694339202,Credit Card,Completed
T0282,C1022,Laptop,5,50.7709694339202,Credit Card,Completed
T0286,C706,Smartphone,303,50.7709694339202,Paypal,Completed
T0287,C3933,Tablet,6,50.7709694339202,Cash,Completed
T0294,C1719,Laptop,3,581.8841170252601,Credit Card,Completed
T0297,C3928,Laptop,160,581.1350897110032,Paypal,Completed
T0300,C1998,Coffee Machine,2,50.7709694339202,Pay Pal,Completed
T0302,C2108,Headphones,2,50.7709694339202,Paypal,Completed
T0304,C1803,Laptop,5,140.6198774288747,Paypal,Completed
T0309,C2016,Smartphone,705,50.7709694339202,Cash,Completed
T0318,C1946,Smartphone,307,50.7709694339202,Credit Card,Completed
T0321,C694,Laptop,3,167.71752532297347,Cash,Completed
T0322,C334,Headphones,615,50.7709694339202,Paypal,Completed
T22566,C530,Smartphone,365,103.82,Paypal,Completed
T0326,C4321,Laptop,2,488.3079456112222,Paypal,Completed
T0335,C4468,Headphones,10,747.5720153457081,Credit Card,Completed
T0336,C2458,Coffee Machine,10,50.7709694339202,Paypal,Completed
T0344,C3624,Coffee Machine,239,940.4951071672184,Paypal,Completed
T0348,C967,Smartphone,6,458.30857807803295,Pay Pal,Completed
T0350,C708,Laptop,7,50.7709694339202,Credit Card,Completed
T0353,C048,Laptop,761,193.23348897852597,Credit Card,Completed
T0354,C1701,Smartphone,1,50.7709694339202,Cash,Completed
T0357,C2689,Headphones,6,50.7709694339202,Credit Card,Completed
T0358,C215,Headphones,481,505.1016560358623,Cash,Completed
T0361,C1884,Tablet,3,50.7709694339202,Credit Card,Completed
T0363,C3517,Tablet,485,50.7709694339202,Credit Card,Completed
T0366,C162,Headphones,2,50.7709694339202,Paypal,Completed
T0367,C1138,Laptop,571,50.7709694339202,Paypal,Completed
T0370,C2351,Headphones,5,50.7709694339202,Credit Card,Completed
T0374,C1322,Smartphone,6,50.7709694339202,Credit Card,Completed
T0375,C3066,Laptop,5,466.3713116434622,Cash,Completed
T0388,C2768,Tablet,135,50.7709694339202,Credit Card,Completed
T0391,C343,Laptop,9,50.7709694339202,Cash,Completed
T0392,C4055,Coffee Machine,656,50.7709694339202,Pay Pal,Completed
T0394,C2968,Tablet,266,444.1461383852306,Paypal,Completed
T0395,C4592,Laptop,223,50.7709694339202,Cash,Completed
T0398,C1737,Tablet,9,911.54,Cash,Completed
T0399,Unknown,Laptop,6,931.516529425774,Cash,Completed
T0405,C2105,Coffee Machine,779,50.7709694339202,Credit Card,Completed
T0406,C2117,Coffee Machine,340,641.6205491180871,Credit Card,Completed
T0408,C2342,Smartphone,199,50.7709694339202,Credit Card,Completed
T0410,C3413,Coffee Machine,253,50.7709694339202,Paypal,Completed
T0413,C946,Laptop,582,843.01540077699,Paypal,Completed
T0416,C3152,Smartphone,511,50.7709694339202,Cash,Completed
T0424,C2158,Coffee Machine,6,643.5683633227007,Credit Card,Completed
T0426,C1385,Tablet,6,50.7709694339202,Paypal,Completed
T0437,C4213,Tablet,269,71.9695399611066,Credit Card,Completed
T0438,C1459,Laptop,1,50.7709694339202,Paypal,Completed
T0441,C1822,Laptop,598,175.65593211106244,Credit Card,Completed
T0450,C3201,Smartphone,6,192.2978026960645,Credit Card,Completed
T0452,C1047,Coffee Machine,5,55.56,Credit Card,Completed
T0454,C2570,Tablet,2,50.7709694339202,Credit Card,Completed
T0458,C1744,Laptop,8,50.7709694339202,Cash,Completed
T0463,C4563,Tablet,820,50.7709694339202,Credit Card,Completed
T0464,C1343,Headphones,3,644.4471848103135,Credit Card,Completed
T0467,C3748,Coffee Machine,9,50.7709694339202,Paypal,Completed
T0471,C3246,Smartphone,8,50.7709694339202,Credit Card,Completed
T0472,C2034,Laptop,6,50.7709694339202,Paypal,Completed
T0475,C3914,Tablet,3,73.30939822921115,Pay Pal,Completed
T0478,C4896,Headphones,178,124.31215620910118,Cash,Completed
T0479,C1634,Coffee,5,392.56,Credit Card,Completed
T0492,C3936,Smartphone,6,814.0170810435875,Paypal,Completed
T0494,Unknown,Laptop,733,50.7709694339202,Credit Card,Completed
T0501,C2874,Headphones,8,621.6145586982357,Credit Card,Completed
T0508,C4416,Headphones,578,50.7709694339202,Credit Card,Completed
T0511,C4419,Coffee Machine,6,50.7709694339202,Credit Card,Completed
T0516,C2937,Tablet,862,683.5606988280864,Paypal,Completed
T0517,C2709,Coffee Machine,152,192.4944027694398,Credit Card,Completed
T0519,Unknown,Laptop,3,571.8031008758705,Paypal,Completed
T0520,C3992,Headphones,542,341.7531512307667,Cash,Completed
T0532,C979,Smartphone,8,163.11752758515232,Paypal,Completed
T0536,C193,Headphones,661,496.0210703338801,Paypal,Completed
T0537,C1270,Headphones,1,997.81,Credit Card,Completed
T0546,C3269,Laptop,574,87.37963219757916,Credit Card,Completed
T0551,C1351,Coffee Machine,7,677.8996430726346,Paypal,Completed
T0553,C4337,Headphones,6,50.7709694339202,Cash,Completed
T0556,C419,Coffee Machine,9,50.7709694339202,Paypal,Completed
T0560,C3672,Headphones,887,176.89226788389487,Paypal,Completed
T0568,C2090,Coffee Machine,3,927.9784489454664,Pay Pal,Completed
T0569,C4392,Headphones,659,50.7709694339202,Paypal,Completed
T0571,C3260,Headphones,974,885.8727480396602,Paypal,Completed
T0572,C2175,Smartphone,5,297.41366401965035,Paypal,Completed
T0579,C4392,Coffee Machine,7,50.7709694339202,Cash,Completed
T0581,C4091,Smartphone,3,50.7709694339202,Credit Card,Completed
T0585,C4317,Laptop,306,50.7709694339202,Paypal,Completed
T0591,C1385,Laptop,279,50.7709694339202,Pay Pal,Completed
T0593,C1265,Tablet,694,418.9621794235145,Paypal,Completed
T0600,C3303,Tablet,744,50.7709694339202,Credit Card,Completed
T0606,C1394,Coffee Machine,3,50.7709694339202,Cash,Completed
T0607,C2992,Headphones,6,725.0255412439234,Credit Card,Completed
T0612,C4847,Laptop,5,50.7709694339202,Pay Pal,Completed
T0618,C1037,Coffee Machine,10,351.9170463147849,Paypal,Completed
T0621,C3537,Headphones,313,221.0992079455016,Cash,Completed
T0622,C4001,Laptop,6,50.7709694339202,Paypal,Completed
T0635,C2327,Coffee Machine,306,437.3835967523702,Cash,Completed
T0638,C3044,Tablet,4,464.5194808520282,Paypal,Completed
T39999,C3065,Tablet,872,50.7709694339202,Paypal,Completed
T0649,C4739,Laptop,1,50.7709694339202,Paypal,Completed
T0655,C496,Smartphone,5,772.6972837674289,Paypal,Completed
T0657,C3153,Coffee Machine,123,50.7709694339202,Paypal,Completed
T0663,C4172,Coffee Machine,832,50.7709694339202,Credit Card,Completed
T0672,C4800,Headphones,4,913.1445451111338,Credit Card,Completed
T0674,C1771,Smartphone,213,50.7709694339202,Credit Card,Completed
T0675,C2617,Laptop,2,235.7304532651376,Credit Card,Completed
T18030,C018,Laptop,995,50.7709694339202,Credit Card,Completed
T0678,C3766,Laptop,467,749.701297037416,Credit Card,Completed
T0685,C643,Smartphone,800,468.6882468288316,Paypal,Completed
T0692,C1293,Laptop,6,284.72728249293664,Paypal,Completed
T0697,Unknown,Headphones,8,126.30968843317837,Credit Card,Completed
T0698,C1771,Tablet,169,320.65371324440616,Credit Card,Completed
T0707,C2987,Laptop,5,50.7709694339202,Credit Card,Completed
T0708,C919,Tablet,163,119.55153877012434,Cash,Completed
T0709,C3375,Smartphone,4,634.7480109317191,Cash,Completed
T0713,C675,Headphones,8,808.57,Paypal,Completed
T0714,C1398,Coffee Machine,5,50.7709694339202,Cash,Completed
T0715,C2122,Smartphone,816,50.7709694339202,Pay Pal,Completed
T0718,C385,Smartphone,346,253.77148427045543,Credit Card,Completed
T0724,C1435,Headphones,231,50.7709694339202,Cash,Completed
T0727,C396,Headphones,1,50.7709694339202,Credit Card,Completed
T0729,C1747,Tablet,2,783.9391412627389,Pay Pal,Completed
T0733,C2720,Coffee Machine,6,50.7709694339202,Cash,Completed
T0739,Unknown,Smartphone,4,313.54,Credit Card,Completed
T0747,C4819,Smartphone,6,580.581683468913,Paypal,Completed
T0752,C486,Smartphone,2,50.7709694339202,Paypal,Completed
T0761,C2203,Laptop,6,50.7709694339202,Credit Card,Completed
T0762,C3048,Coffee Machine,292,259.99890836192185,Credit Card,Completed
T0766,Unknown,Headphones,5,320.4886707533001,Credit Card,Completed
T0769,C2289,Headphones,10,50.7709694339202,Paypal,Completed
T0770,C3242,Coffee Machine,5,440.06,Credit Card,Completed
T0772,C3176,Coffee Machine,931,50.7709694339202,Cash,Completed
T0774,C066,Smartphone,4,50.7709694339202,Credit Card,Completed
T0785,C3193,Headphones,6,130.78870452195088,Credit Card,Completed
T0789,C4968,Laptop,628,520.994215553818,Paypal,Completed
T0793,C808,Coffee Machine,10,732.1329932333861,Paypal,Completed
T0796,C2064,Tablet,877,453.1684824007999,Cash,Completed
T0800,C2890,Smartphone,821,249.827136163598,Cash,Completed
T0801,C3342,Smartphone,679,97.61470284252772,Paypal,Completed
T0806,C4569,Coffee Machine,3,50.7709694339202,Paypal,Completed
T0812,Unknown,Coffee Machine,6,838.8550328462816,Pay Pal,Completed
T0814,C745,Headphones,6,50.7709694339202,Paypal,Completed
T0818,C1992,Coffee,5,50.7709694339202,Credit Card,Completed
T0826,C4227,Smartphone,10,643.99,Pay Pal,Completed
T0831,C234,Tablet,711,50.7709694339202,Paypal,Completed
T0832,C4137,Coffee Machine,317,249.67975535668057,Paypal,Completed
T0833,C540,Headphones,717,50.7709694339202,Credit Card,Completed
T0837,C1440,Tablet,5,802.9111615054228,Paypal,Completed
T0843,C2956,Tablet,664,731.0179511767185,Paypal,Completed
T0849,C3943,Laptop,7,773.415741029724,Paypal,Completed
T0852,C3514,Tablet,362,50.7709694339202,Paypal,Completed
T0854,C3418,Smartphone,3,50.7709694339202,Pay Pal,Completed
T0857,C2080,Tablet,3,50.7709694339202,Paypal,Completed
T0860,C4634,Tablet,584,50.7709694339202,Paypal,Completed
T0862,C322,Coffee Machine,487,50.7709694339202,Credit Card,Completed
T0866,C3306,Headphones,6,465.8962799958729,Paypal,Completed
T0870,C1895,Tablet,558,50.7709694339202,Credit Card,Completed
T0871,C2773,Tablet,8,50.7709694339202,Paypal,Completed
T0874,C3060,Smartphone,616,238.28,Credit Card,Completed
T0875,C118,Tablet,9,50.7709694339202,Paypal,Completed
T0876,C1034,Headphones,261,332.3202556776406,Paypal,Completed
T0880,C3094,Laptop,6,50.7709694339202,Credit Card,Completed
T0883,C4474,Smartphone,2,50.7709694339202,Credit Card,Completed
T0884,C2042,Headphones,2,50.7709694339202,Paypal,Completed
T0888,C2907,Coffee Machine,6,903.14,Credit Card,Completed
T0889,C3024,Smartphone,5,784.021476433943,Credit Card,Completed
T0891,C218,Tablet,207,50.7709694339202,Pay Pal,Completed
T0892,C1702,Tablet,850,748.8996734892544,Cash,Completed
T0893,C4227,Coffee Machine,773,50.7709694339202,Credit Card,Completed
T0895,C1643,Smartphone,439,50.7709694339202,Cash,Completed
T0901,C2432,Smartphone,2,50.7709694339202,Credit Card,Completed
T0912,C4699,Smartphone,3,64.35293355497586,Cash,Completed
T0914,C2012,Coffee Machine,422,862.2204943891859,Credit Card,Completed
T0916,C4449,Coffee,9,50.7709694339202,Pay Pal,Completed
T0918,C2485,Smartphone,6,50.7709694339202,Paypal,Completed
T0919,C4978,Smartphone,7,115.48299928701152,Paypal,Completed
T0920,C2961,Tablet,257,50.7709694339202,Credit Card,Completed
T0922,C4518,Tablet,7,50.7709694339202,Credit Card,Completed
T0923,C2065,Smartphone,5,838.469347414304,Credit Card,Completed
T0924,C127,Headphones,389,335.3975346648843,Credit Card,Completed
T0925,C4359,Tablet,10,50.7709694339202,Paypal,Completed
T0926,C4520,Coffee Machine,305,715.5960579241281,Paypal,Completed
T0936,C998,Tablet,137,50.7709694339202,Credit Card,Completed
T0939,C419,Smartphone,9,376.9834493047416,Credit Card,Completed
T0941,C4756,Headphones,1,387.2,Paypal,Completed
T0942,C4180,Laptop,602,50.7709694339202,Pay Pal,Completed
T0945,Unknown,Smartphone,458,478.6,Pay Pal,Completed
T0947,C2432,Headphones,270,50.7709694339202,Cash,Completed
T0955,Unknown,Coffee Machine,1,50.7709694339202,Cash,Completed
T0961,C602,Tablet,6,262.55,Credit Card,Completed
T0962,C4535,Smartphone,6,50.7709694339202,Cash,Completed
T0968,C1504,Smartphone,764,50.7709694339202,Credit Card,Completed
T0973,C1047,Smartphone,523,50.7709694339202,Credit Card,Completed
T0974,C2224,Coffee Machine,6,50.7709694339202,Cash,Completed
T0977,C4211,Tablet,5,50.7709694339202,Credit Card,Completed
T0978,C335,Headphones,1,50.7709694339202,Pay Pal,Completed
T0982,C2181,Laptop,402,50.7709694339202,Cash,Completed
T0983,C089,Headphones,6,678.1380253443936,Credit Card,Completed
T0986,C086,Smartphone,559,77.32,Paypal,Completed
T0988,C901,Smartphone,10,903.3158400877784,Credit Card,Completed
T0993,C400,Tablet,1,50.7709694339202,Pay Pal,Completed
T0994,C2063,Smartphone,4,901.7674294653611,Paypal,Completed
T0996,C4519,Laptop,10,50.7709694339202,Credit Card,Completed
T0997,C271,Laptop,9,50.7709694339202,Credit Card,Completed
T1014,C1914,Laptop,4,50.7709694339202,Credit Card,Completed
T1022,C580,Coffee Machine,670,893.1822877009764,Credit Card,Completed
T1030,C3820,Smartphone,3,623.32,Paypal,Completed
T1032,C207,Laptop,5,50.7709694339202,Credit Card,Completed
T1033,C2374,Headphones,4,50.7709694339202,Credit Card,Completed
T1040,C1866,Headphones,2,50.7709694339202,Credit Card,Completed
T1046,C4924,Tablet,6,50.7709694339202,Credit Card,Completed
T1047,C4136,Tablet,276,50.7709694339202,Cash,Completed
T1059,Unknown,Laptop,6,532.4765019581002,Paypal,Completed
T1063,C2051,Headphones,6,302.0048031007619,Paypal,Completed
T1069,C3575,Tablet,725,50.7709694339202,Cash,Completed
T1087,C435,Tablet,10,50.7709694339202,Paypal,Completed
T1089,C2777,Tablet,2,776.2540628162908,Credit Card,Completed
T1093,C1717,Tablet,4,885.501697613429,Cash,Completed
T1095,C3929,Coffee Machine,7,50.7709694339202,Paypal,Completed
T1096,C2984,Headphones,9,50.7709694339202,Paypal,Completed
T1098,C2059,Headphones,9,50.7709694339202,Credit Card,Completed
T1102,C799,Tablet,10,50.7709694339202,Credit Card,Completed
T1105,C2315,Laptop,605,50.7709694339202,Credit Card,Completed
T1114,C2463,Coffee Machine,4,262.96373350857994,Paypal,Completed
T1118,C3778,Coffee Machine,706,818.1593058048641,Cash,Completed
T1123,C2105,Smartphone,217,816.6988102700886,Paypal,Completed
T1124,C1461,Smartphone,478,50.7709694339202,Credit Card,Completed
T1127,C572,Laptop,4,877.2573667872541,Paypal,Completed
T1128,C3808,Headphones,634,474.95,Credit Card,Completed
T1136,C3769,Tablet,4,156.4249767752559,Pay Pal,Completed
T1141,C3444,Tablet,10,50.7709694339202,Credit Card,Completed
T1144,C918,Headphones,702,777.6533762814765,Paypal,Completed
T1146,Unknown,Coffee Machine,6,50.7709694339202,Cash,Completed
T1147,C1330,Coffee Machine,2,50.7709694339202,Cash,Completed
T5939,C2656,Laptop,6,50.7709694339202,Cash,Completed
T1158,C2490,Tablet,199,50.7709694339202,Credit Card,Completed
T1164,C2175,Tablet,5,50.7709694339202,Paypal,Completed
T1167,C738,Laptop,302,50.7709694339202,Pay Pal,Completed
T1172,C1348,Smartphone,137,50.7709694339202,Credit Card,Completed
T1185,C3929,Smartphone,298,50.7709694339202,Pay Pal,Completed
T1186,C4925,Coffee Machine,336,50.7709694339202,Credit Card,Completed
T1187,C3042,Laptop,7,732.274802767541,Paypal,Completed
T1190,C4048,Laptop,753,391.1877705266861,Paypal,Completed
T1194,C3867,Tablet,6,50.7709694339202,Credit Card,Completed
T1197,C1060,Headphones,253,50.7709694339202,Pay Pal,Completed
T1201,C2437,Headphones,2,318.7630008597638,Credit Card,Completed
T1204,C4736,Laptop,9,50.7709694339202,Pay Pal,Completed
T1209,C260,Headphones,5,50.7709694339202,Pay Pal,Completed
T1210,C1281,Laptop,222,50.7709694339202,Credit Card,Completed
T1217,C3728,Tablet,962,748.6631283204614,Paypal,Completed
T1220,C272,Tablet,672,317.8686732848864,Cash,Completed
T1222,C048,Headphones,4,664.4885622525882,Credit Card,Completed
T1223,C363,Tablet,714,50.7709694339202,Paypal,Completed
T1224,C2779,Tablet,6,50.7709694339202,Cash,Completed
T1226,C4805,Smartphone,2,50.7709694339202,Credit Card,Completed
T1230,C4483,Laptop,10,409.36602196485165,Credit Card,Completed
T1231,C4521,Coffee Machine,2,429.58278697873664,Cash,Completed
T1234,C4277,Laptop,350,50.7709694339202,Credit Card,Completed
T1235,C2222,Laptop,3,50.7709694339202,Credit Card,Completed
T1240,C2722,Smartphone,2,50.7709694339202,Credit Card,Completed
T1245,C3644,Tablet,317,50.7709694339202,Credit Card,Completed
T1246,C796,Coffee,4,264.4604676454027,Credit Card,Completed
T1250,C2069,Laptop,237,50.7709694339202,Pay Pal,Completed
T1251,C3443,Tablet,6,507.85,Credit Card,Completed
T1253,C4060,Tablet,4,290.10230319579466,Cash,Completed
T1257,C4960,Tablet,1,50.7709694339202,Credit Card,Completed
T1258,C152,Coffee Machine,2,50.7709694339202,Paypal,Completed
T1259,C2367,Coffee Machine,5,414.0223949310429,Credit Card,Completed
T1262,C4299,Headphones,3,50.7709694339202,Cash,Completed
T1269,C3012,Smartphone,225,276.07274478690977,Pay Pal,Completed
T1274,C1367,Headphones,8,181.002143397798,Paypal,Completed
T1281,C2789,Laptop,10,897.2144252229182,Paypal,Completed
T1286,C4449,Headphones,6,50.7709694339202,Paypal,Completed
T1288,C2047,Coffee Machine,713,50.7709694339202,Credit Card,Completed
T1297,C395,Tablet,8,50.7709694339202,Credit Card,Completed
T1306,C962,Laptop,1,50.7709694339202,Paypal,Completed
T1307,C035,Tablet,184,761.3732819788044,Credit Card,Completed
T1308,C3804,Tablet,9,50.7709694339202,Paypal,Completed
T1319,C1557,Tablet,566,50.7709694339202,Credit Card,Completed
T1322,C1006,Headphones,569,50.7709694339202,Cash,Completed
T1326,C4233,Tablet,5,73.66042025062595,Pay Pal,Completed
T1334,Unknown,Smartphone,3,50.7709694339202,Paypal,Completed
T1343,C692,Smartphone,4,61.18313373372389,Credit Card,Completed
T1349,C4471,Smartphone,9,50.7709694339202,Credit Card,Completed
T1350,C2768,Tablet,415,50.7709694339202,Pay Pal,Completed
T1352,C4310,Tablet,230,633.891560976408,Credit Card,Completed
T1355,C3036,Tablet,5,668.3960820469829,Credit Card,Completed
T1358,C4017,Headphones,804,50.7709694339202,Cash,Completed
T1366,C886,Headphones,5,50.7709694339202,Pay Pal,Completed
T1368,C3055,Laptop,4,50.7709694339202,Pay Pal,Completed
T1369,C4087,Tablet,689,792.8240660401468,Credit Card,Completed
T1370,C2876,Tablet,241,50.7709694339202,Pay Pal,Completed
T1371,C1817,Smartphone,798,50.7709694339202,Credit Card,Completed
T1377,C2601,Headphones,3,363.40790540662937,Cash,Completed
T1384,C4762,Tablet,901,381.27540850112416,Pay Pal,Completed
T1389,C4230,Coffee,512,516.2212623193707,Credit Card,Completed
T1394,C2535,Coffee Machine,4,50.7709694339202,Cash,Completed
T1395,C1796,Laptop,302,50.7709694339202,Credit Card,Completed
T1398,C4333,Headphones,492,50.7709694339202,Credit Card,Completed
T1400,C2319,Tablet,650,810.4289895129529,Cash,Completed
T1402,C2256,Laptop,6,50.7709694339202,Credit Card,Completed
T1405,C3009,Laptop,6,50.7709694339202,Paypal,Completed
T1408,C4160,Smartphone,568,50.7709694339202,Credit Card,Completed
T1411,C4754,Coffee Machine,616,50.7709694339202,Credit Card,Completed
T1418,C1540,Tablet,1,50.7709694339202,Pay Pal,Completed
T1424,C2815,Smartphone,678,50.7709694339202,Paypal,Completed
T1425,C519,Coffee Machine,352,538.3203533751314,Pay Pal,Completed
T1429,Unknown,Smartphone,114,50.7709694339202,Credit Card,Completed
T1431,C051,Tablet,906,87.73718342418974,Credit Card,Completed
T1432,C1117,Smartphone,4,50.7709694339202,Paypal,Completed
T1433,C1042,Smartphone,254,50.7709694339202,Credit Card,Completed
T1436,Unknown,Headphones,2,50.7709694339202,Cash,Completed
T1437,C2581,Laptop,9,761.08,Credit Card,Completed
T1440,C2210,Headphones,242,815.6305493501177,Cash,Completed
T83952,C1157,Coffee Machine,9,50.7709694339202,Paypal,Completed
T1447,C1124,Coffee Machine,9,50.7709694339202,Paypal,Completed
T1451,C4053,Laptop,10,80.41147125793705,Credit Card,Completed
T1453,C3123,Smartphone,568,50.7709694339202,Paypal,Completed
T1455,C713,Smartphone,578,956.1762104968116,Credit Card,Completed
T1463,C1140,Coffee Machine,5,856.7384677564131,Pay Pal,Completed
T1468,C187,Smartphone,3,999.7483408972182,Credit Card,Completed
T1477,C1540,Smartphone,528,50.7709694339202,Credit Card,Completed
T1497,C1194,Coffee Machine,1,50.7709694339202,Credit Card,Completed
T1498,C3490,Smartphone,834,218.42,Paypal,Completed
T1505,C3427,Tablet,195,50.7709694339202,Credit Card,Completed
T1506,C1860,Tablet,10,330.163909009537,Cash,Completed
T1511,C1633,Smartphone,2,685.9815681012177,Pay Pal,Completed
T1512,C4838,Tablet,886,50.7709694339202,Paypal,Completed
T1516,C3792,Coffee Machine,2,50.7709694339202,Credit Card,Completed
T1522,Unknown,Smartphone,1,256.41391116894374,Paypal,Completed
T1526,C2132,Coffee Machine,7,298.23818654483534,Pay Pal,Completed
T1528,Unknown,Tablet,6,451.25034549272897,Pay Pal,Completed
T1529,C3155,Laptop,956,50.7709694339202,Credit Card,Completed
T1531,C2589,Coffee Machine,913,50.7709694339202,Pay Pal,Completed
T1534,Unknown,Smartphone,6,50.7709694339202,Paypal,Completed
T1536,C889,Coffee,1,50.7709694339202,Cash,Completed
T1538,C1050,Laptop,3,50.7709694339202,Credit Card,Completed
T1539,C1680,Smartphone,387,50.7709694339202,Pay Pal,Completed
T1541,C4694,Tablet,6,571.4295067160451,Credit Card,Completed
T1543,C839,Smartphone,10,50.7709694339202,Credit Card,Completed
T1545,C1325,Smartphone,4,329.8475483311817,Credit Card,Completed
T1548,Unknown,Coffee Machine,521,226.9636050114152,Pay Pal,Completed
T1551,C4361,Laptop,10,417.2736989529272,Paypal,Completed
